Make sure I didn't bring any cops before your friend wets his pants worrying.	Make sure I brought any cops before your friend wets his pants worrying.
She wasn't taking any favors from me.	She was taking any favors from me.
There weren't any distractions tonight in the way of fancy style, color, or decoration.	There were any distractions tonight in the way of fancy style, color, or decoration.
Two guys who know the stuff don't take any chances with each other, and it's very dull to watch.	Two guys who know the stuff take any chances with each other, and it's very dull to watch.
It was a four-story building, although there didn't seem to be any windows on the fourth floor.	It was a four-story building, although there seemed to be any windows on the fourth floor.
I didn't see any rocks in the other photos.	I saw any rocks in the other photos.
Gabriel wouldn't want any details about a real plan in the hands of the likes of Cletus Borglan.	Gabriel would want any details about a real plan in the hands of the likes of Cletus Borglan.
I didn't see any weapons other than the one SKS.	I saw any weapons other than the one SKS.
It dawned on me that I hadn't been aware of any shots fired during our portage of Cletus.	It dawned on me that I had been aware of any shots fired during our portage of Cletus.
Sorry, he didn't have any lights at all.	Sorry, he had any lights at all.
She didn't require any fantasies about being a mining town whore.	She required any fantasies about being a mining town whore.
Her boys certainly didn't have any hang-ups about sex.	Her boys certainly had any hang-ups about sex.
In the beginning she'd promised herself she wouldn't make any mistakes like this.	In the beginning she'd promised herself she would make any mistakes like this.
"She - Alice - had screamed at her mother, ""You aren't going to have any friends if you go on like this."	"She - Alice - had screamed at her mother, ""You are going to have any friends if you go on like this."
It is because they wouldn't have any privileges otherwise.	It is because they would have any privileges otherwise.
And there don't seem to be any motives knockin' about, either.	And there seem to be any motives knockin' about, either.
Her pubic hair was thin and sparse enough that I knew that there weren't going to be any problems with it.	Her pubic hair was thin and sparse enough that I knew that there were going to be any problems with it.
You know that I didn't have any brothers or sisters, but I think I can imagine what it's like, being in the middle.	You know that I had any brothers or sisters, but I think I can imagine what it's like, being in the middle.
I got a couple of things so that there wouldn't be any problems if you were okay with it happening today.	I got a couple of things so that there would be any problems if you were okay with it happening today.
She didn't have any problems at all.	She had any problems at all.
Since she didn't solicit any suggestions or advice from me, I simply left her to it.	Since she solicited any suggestions or advice from me, I simply left her to it.
Marlyn was behind her, and though surprised, indicated that she didn't have any problems with it.	Marlyn was behind her, and though surprised, indicated that she had any problems with it.
I was so afraid that I was going to have to stay at the college, and that I wouldn't find any friends for a long time.	I was so afraid that I was going to have to stay at the college, and that I would find any friends for a long time.
We made it clear what we were going to do to the Bishop, and he doesn't have any problems with it.	We made it clear what we were going to do to the Bishop, and he has any problems with it.
With the suddenness of what had happened, the FBI agents didn't have any problems with the staff.	With the suddenness of what had happened, the FBI agents had any problems with the staff.
Standing naked in front of me, she didn't make any bones about the fact that she was watching me undress.	Standing naked in front of me, she made any bones about the fact that she was watching me undress.
"That done, she turned to me again and said ""And I do hope you aren't experiencing any regrets about it, either, Jim."	"That done, she turned to me again and said ""And I do hope you are experiencing any regrets about it, either, Jim."
"But…"" Renee shrugged, ""it won't leave any marks and I think it will do it for him today."	"But…"" Renee shrugged, ""it will leave any marks and I think it will do it for him today."
You won't hear any complaints from me, that's for sure, Jim replied.	You will hear any complaints from me, that's for sure, Jim replied.
I'll be upstairs if I'm needed, but I don't want any interruptions unless it's very important.	I'll be upstairs if I'm needed, but I want any interruptions unless it's very important.
Usually it's very relaxing to be with someone who's so self-absorbed, because it doesn't make any demands on you.	Usually it's very relaxing to be with someone who's so self-absorbed, because it makes any demands on you.
If he hasn't actually seen any kestrels he'll still, in a friendly and encouraging sort of a way, say that he has.	If he has actually seen any kestrels he'll still, in a friendly and encouraging sort of a way, say that he has.
PANIC A moment ago there hadn't been any marks or cracks in its surface.	PANIC A moment ago there had been any marks or cracks in its surface.
If you don't have any friends in the White House, phone the Kremlin (ask the overseas operator for 0107—095—295—9051).	If you have any friends in the White House, phone the Kremlin (ask the overseas operator for 0107—095—295—9051).
There didn't seem to be any problems there.	There seemed to be any problems there.
Doesn't ring any bells with me.	Does ring any bells with me.
You don't take any prisoners either.	You take any prisoners either.
I don't need to hear any apologias for Jack Malone.	I need to hear any apologias for Jack Malone.
Except there didn't seem to be any elms here, only dying ginkgo trees that barely softened the dingy residential lines.	Except there seemed to be any elms here, only dying ginkgo trees that barely softened the dingy residential lines.
There won't be any problems if you follow my instructions.	There will be any problems if you follow my instructions.
He hoped he wouldn't have any bloodstains to mop up when he got over there.	He hoped he would have any bloodstains to mop up when he got over there.
I haven't noticed any guards on duty, he muttered.	I have noticed any guards on duty, he muttered.
Lucia didn't have any friends with her on this trip, but she had been here enough to know how to avoid trouble.	Lucia had any friends with her on this trip, but she had been here enough to know how to avoid trouble.
He wasn't about to take any chances here.	He was about to take any chances here.
He didn't wear any rings or necklaces.	He wore any rings or necklaces.
I trust that you won't raise any alarms unless you're certain there's a security risk.	I trust that you will raise any alarms unless you're certain there's a security risk.
She didn't have any basis for comparison.	She had any basis for comparison.
I didn't plan any serious activities for us today.	I planned any serious activities for us today.
Soon, I wasn't able to see any shapes at all.	Soon, I was able to see any shapes at all.
You don't have any “nights off.” You've got a job to do.	You have any “nights off.” You've got a job to do.
Leave the ship to me, he might have been saying, but don't make any mistakes with the thinking part.	Leave the ship to me, he might have been saying, but make any mistakes with the thinking part.
The French don't have any brigs like this one!	The French have any brigs like this one!
Let's hope we don't get any this year...	Let's hope we get any this year...
That reminds me, I don't see any axes ready in case we have to cut something adrift in a hurry .	That reminds me, I see any axes ready in case we have to cut something adrift in a hurry .
I don't think we need any as witnesses.	I think we need any as witnesses.
Let's hope they don't bring out any guns and set them up on the cliff to cover the Achille.	Let's hope they bring out any guns and set them up on the cliff to cover the Achille.
The trouble is there don't seem to be any frigates left!	The trouble is there seem to be any frigates left!
They lose the schooners too,' Ramage pointed out 'Soon they won't have any ships left.	They lose the schooners too,' Ramage pointed out 'Soon they will have any ships left.
And they're the losers because soon there won't be any schooners left.	And they're the losers because soon there will be any schooners left.
But I don't remember any aces - or court cards - at all.	But I remember any aces - or court cards - at all.
"Providing there aren't any rocks along there,"" he added cautiously."	"Providing there are any rocks along there,"" he added cautiously."
I just wanted to make sure you understood that you don't take any ships in tow.	I just wanted to make sure you understood that you take any ships in tow.
She didn't seem to have any inhibitions left.	She seemed to have any inhibitions left.
If he felt her gaze, his back didn't show any signs of it.	If he felt her gaze, his back showed any signs of it.
God, she wouldn't have any secrets at all if Max brought out an album.	God, she would have any secrets at all if Max brought out an album.
I'm telling you this so there won't be any misunderstandings or mistakes, Eric Jameson went on.	I'm telling you this so there will be any misunderstandings or mistakes, Eric Jameson went on.
She didn't have any panties on!	She had any panties on!
My eyes were closed but it was like watching fireworks and there aren't any words to describe what happened then.	My eyes were closed but it was like watching fireworks and there are any words to describe what happened then.
Well, in a lot of cases, we don't have any orders to fill at present which would call for those parts, she says.	Well, in a lot of cases, we have any orders to fill at present which would call for those parts, she says.
Anybody who does better than that, who aver- ages more than 3.5 matches, doesn't have to wash any dishes tonight.	Anybody who does better than that, who aver- ages more than 3.5 matches, has to wash any dishes tonight.
I didn't expect any problems with Bob, and he just declined my offer.	I expected any problems with Bob, and he just declined my offer.
Julie doesn't have any friends in Bearington.	Julie has any friends in Bearington.
This is so effective, there won't be any problems left.	This is so effective, there will be any problems left.
One thing about being a cop is that we don't have any ambiguous feelings about that fact.	One thing about being a cop is that we have any ambiguous feelings about that fact.
You wouldn't get any objections from me if you did.	You would get any objections from me if you did.
There aren't any heroes in this, he said.	There are any heroes in this, he said.
Since he didn't have any kids of his own, he always had plenty of money to spend on me.	Since he had any kids of his own, he always had plenty of money to spend on me.
She hadn't seen any curious light around Marie's head this afternoon.	She had seen any curious light around Marie's head this afternoon.
— and do it right for once, and mayhap he won't break any bowls over your head, this time!	— and do it right for once, and mayhap he will break any bowls over your head, this time!
I didn't want any tentacle-heads to remember that and start tearing open vaults and using 'em.	I wanted any tentacle-heads to remember that and start tearing open vaults and using 'em.
Well, I don't see any signs of anger around here, said Mrs. Hale.	Well, I see any signs of anger around here, said Mrs. Hale.
I didn't have any questions for the moment.	I had any questions for the moment.
We didn't have any words for each other.	We had any words for each other.
We haven't raided any cities for a long time.	We have raided any cities for a long time.
But, I say, you know, old thing, I haven't any friends like that.	But, I say, you know, old thing, I have any friends like that.
It is a good thing that I didn't take any chances when I came here, remarked the ape-man.	It is a good thing that I took any chances when I came here, remarked the ape-man.
Well, you two certainly haven't come to pin any medals on me, Sir Wildred, said Blake, with a wry smile.	Well, you two certainly have come to pin any medals on me, Sir Wildred, said Blake, with a wry smile.
But she certainly didn't want to take any chances on it.	But she certainly wanted to take any chances on it.
"Well, she sighed, ""I for one won't shed any tears when he dies."	"Well, she sighed, ""I for one will shed any tears when he dies."
Must be impeller-driven but… I don't see any intakes for the impellers.	Must be impeller-driven but… I see any intakes for the impellers.
Society doesn't impose any strictures on me.	Society imposes any strictures on me.
Crafter didn't bring any demons here—he merely thinks he did.	Crafter brought any demons here—he merely thinks he did.
It's my deduction that we can go up and down those stairs all night, and we won't find any answers to our questions.	It's my deduction that we can go up and down those stairs all night, and we will find any answers to our questions.
After all, I wasn't expecting any guests that weekend.	After all, I was expecting any guests that weekend.
And now they tell me I don't have any books in English.	And now they tell me I have any books in English.
I wasn't ready to make any decisions then, but I know myself well.	I was ready to make any decisions then, but I know myself well.
There weren't any rungs below me.	There were any rungs below me.
Sometimes we don't get any letters for weeks, and then we get two or three, all at once.	Sometimes we get any letters for weeks, and then we get two or three, all at once.
Ronan won't ask you any questions but his wife is a different matter.	Ronan will ask you any questions but his wife is a different matter.
It doesn't require any previous experience.	It requires any previous experience.
I don't wish for any dealings with the police.	I wish for any dealings with the police.
You won't find any stones like this in the vicinity of the warehouse.	You will find any stones like this in the vicinity of the warehouse.
So that's why we didn't see any flames or smoke.	So that's why we saw any flames or smoke.
There haven't been any wars here for a while, but there's no telling when war might erupt in a castle town.	There have been any wars here for a while, but there's no telling when war might erupt in a castle town.
We haven't received any news for a while, and I thought this must be due to His Lordship moving to Gifu.	We have received any news for a while, and I thought this must be due to His Lordship moving to Gifu.
I guess it's good that there aren't any boys here then.	I guess it's good that there are any boys here then.
But an animal doesn't have any panties to take off, and that's half the fun.	But an animal has any panties to take off, and that's half the fun.
A fish hasn't got any legs at all but it can swim and dive gracefully.	A fish has got any legs at all but it can swim and dive gracefully.
He doesn't know any musicians at all and is only bragging.	He knows any musicians at all and is only bragging.
Some don't have any abilities at all.	Some have any abilities at all.
I, I don't think I have any symptoms -	I, I think I have any symptoms -
But you didn't try to test any triplets that should make the rule say 'No'.	But you tried to test any triplets that should make the rule say 'No'.
Harry Potter, judging by the expression on his face, didn't seem to have any doubts on the appropriate mood.	Harry Potter, judging by the expression on his face, seemed to have any doubts on the appropriate mood.
Professor Snape hadn't found any notes in Hermione's dorm.	Professor Snape had found any notes in Hermione's dorm.
She kept her jaw locked, didn't let any words come out.	She kept her jaw locked, let any words come out.
The man hadn't raised any shields of his own.	The man had raised any shields of his own.
This time the bat didn't have any wings at all and fell with a plop like a dead mouse.	This time the bat had any wings at all and fell with a plop like a dead mouse.
There haven't been any disturbances since we declared it clean.”	There have been any disturbances since we declared it clean.”
And you know, Pen, I don't see any horns on the top of his head.	And you know, Pen, I see any horns on the top of his head.
it looked like he wasn't having any problems concentrating.	it looked like he was having any problems concentrating.
It looked like he wasn't having any problems concentrating.	It looked like he was having any problems concentrating.
Yes, I needed to know why, if I didn't have any feelings for Ryan, I felt so demolished.	Yes, I needed to know why, if I had any feelings for Ryan, I felt so demolished.
We don't want any crises in the hallowed halls of Abinger Manor this morning.”	We want any crises in the hallowed halls of Abinger Manor this morning.”
Montoya won't win any prizes making headlines at the governor's expense.	Montoya will win any prizes making headlines at the governor's expense.
Often as not, neither Sylvia nor the children attended-or if they did, there weren't any photographs to prove it.	Often as not, neither Sylvia nor the children attended-or if they did, there were any photographs to prove it.
Other than an occasional Sandoval and two Sneads, Dan and Carly didn't find any names they recognized.	Other than an occasional Sandoval and two Sneads, Dan and Carly found any names they recognized.
The odd thing is that they didn't have any kids for almost twenty-five years.	The odd thing is that they had any kids for almost twenty-five years.
She hadn't heard any sounds of shooting for the last ten minutes as she had climbed upward.	She had heard any sounds of shooting for the last ten minutes as she had climbed upward.
I don't expect any gifts or favors.	I expect any gifts or favors.
I don't want any cops in this.	I want any cops in this.
They don't want any horses today, they change their mind, Fuentes said.	They want any horses today, they change their mind, Fuentes said.
He needed some flesh duds, but there weren't any clothes among the camp stores.	He needed some flesh duds, but there were any clothes among the camp stores.
We don't see any cops around we grab him, put him in a car, take him out in the desert.	We see any cops around we grab him, put him in a car, take him out in the desert.
Ten minutes ago, when Lloyd came in and told Montez the cop was here to see him, there weren't any guns on the table.	Ten minutes ago, when Lloyd came in and told Montez the cop was here to see him, there were any guns on the table.
But what you could say I do is no more'n luck the dog, 'cause you don't gimme any jobs to do.	But what you could say I do is no more'n luck the dog, 'cause you gimme any jobs to do.
I don't have any offers to compare it to.	I have any offers to compare it to.
I know I wouldn't want any parts of it.	I know I would want any parts of it.
I was no longer surprised, though, that we hadn't recovered any bones from Conley's feet or lower legs.	I was no longer surprised, though, that we had recovered any bones from Conley's feet or lower legs.
Yes,” Joe said, “but we haven't found any prints that match.	Yes,” Joe said, “but we have found any prints that match.
I know Hillary wouldn't give me any awards for forthrightness, but my heart still skips.	I know Hillary would give me any awards for forthrightness, but my heart still skips.
I don't mean to cast any aspersions on your work-	I mean to cast any aspersions on your work-
There won't be any adventures at Kirrin in the winter,' said George.	There will be any adventures at Kirrin in the winter,' said George.
My stepfather won't allow any dogs here.	My stepfather will allow any dogs here.
That wing is much newer than the rest of the house, and hasn't any secrets in at all.	That wing is much newer than the rest of the house, and has any secrets in at all.
Bets just hasn't any news at all, said Pip.	Bets just has any news at all, said Pip.
I don't want any curses on my head.	I want any curses on my head.
That was one individual she wasn't taking any chances with.	That was one individual she was taking any chances with.
I haven't noticed any tanks parked around town.	I have noticed any tanks parked around town.
The driver of the next bus wasn't taking any chances on leaving gaps.	The driver of the next bus was taking any chances on leaving gaps.
There aren't any kids here in the first place.	There are any kids here in the first place.
At least, I don't know of any kings who have had both mistresses and mignons.	At least, I know of any kings who have had both mistresses and mignons.
Grantville doesn't have any laws against Calvinists and Catholics marrying one another.	Grantville has any laws against Calvinists and Catholics marrying one another.
There weren't any boys named Sue.	There were any boys named Sue.
There weren't any chairs in the anteroom.	There were any chairs in the anteroom.
They're starving, economically, because of the iron shortage, and we don't have any miracles for them.	They're starving, economically, because of the iron shortage, and we have any miracles for them.
Looking on the brighter side, he'd also made clear to his soldiers that he wouldn't tolerate any atrocities either.	Looking on the brighter side, he'd also made clear to his soldiers that he would tolerate any atrocities either.
After that, he didn't have any qualms about putting his name on the bottom line.	After that, he had any qualms about putting his name on the bottom line.
Plus a hand-cranked pencil sharpener, which still worked and didn't show any signs of quitting.	Plus a hand-cranked pencil sharpener, which still worked and showed any signs of quitting.
So far, though, there haven't been any leaks from the letters we have sent to Michel through his firm.	So far, though, there have been any leaks from the letters we have sent to Michel through his firm.
The Frankfurt fire watch hadn't made any complaints about him.	The Frankfurt fire watch had made any complaints about him.
They wouldn't be taking any prisoners either.	They would be taking any prisoners either.
Well, there wasn't any obvious connection between the two names.	Well, there was any obvious connection between the two names.
I take it they don't have any doubts that the Ottomans plan to attack Vienna next year.	I take it they have any doubts that the Ottomans plan to attack Vienna next year.
At least they wouldn't be hauling any rocks for a while.	At least they would be hauling any rocks for a while.
Or, at least, they didn't have any pistols in their hands.	Or, at least, they had any pistols in their hands.
So far as I know, there aren't any fords across the Chippewa unless you go pretty far upstream, off to the west.	So far as I know, there are any fords across the Chippewa unless you go pretty far upstream, off to the west.
He still hadn't come to any conclusions by the time he reached the boardinghouse.	He still had come to any conclusions by the time he reached the boardinghouse.
That's because we don't have any slaves in the first place.	That's because we have any slaves in the first place.
They'd have covered up the windows completely, except there weren't any windows to begin with.	They'd have covered up the windows completely, except there were any windows to begin with.
Second, on the ones I'm interested in, I don't see any signs of heavy prying or other forcible entry attempts.	Second, on the ones I'm interested in, I see any signs of heavy prying or other forcible entry attempts.
We don't want to take any chances on being hit by something if either the door or Jack breaks.	We want to take any chances on being hit by something if either the door or Jack breaks.
The water's moving through there fast, and there aren't any fords within four days' march.	The water's moving through there fast, and there are any fords within four days' march.
I didn't see any kids in the room.	I saw any kids in the room.
The go-to won't use any dates before January 1, 1990.	The go-to will use any dates before January 1, 1990.
You wouldn't have gotten any royalties for your records, either.	You would have gotten any royalties for your records, either.
Marco felt a little worried about these up-timers and hoped there wouldn't be any problems with them.	Marco felt a little worried about these up-timers and hoped there would be any problems with them.
He didn't want to leave any problems behind, so he wanted to know if Chief Richards and me could work together.	He wanted to leave any problems behind, so he wanted to know if Chief Richards and me could work together.
I'll tell them that you don't have any objections at all.	I'll tell them that you have any objections at all.
I don't need any rubber-neckers underfoot.	I need any rubber-neckers underfoot.
Too bad we don't have any dogs with us, Walt said gloomily.	Too bad we have any dogs with us, Walt said gloomily.
Still, it's odd that I haven't seen any signs of an arthropod equivalent on Ishtar.	Still, it's odd that I have seen any signs of an arthropod equivalent on Ishtar.
There aren't any gophers in Europe, she said, in as reassuring a tone as she could manage.	There are any gophers in Europe, she said, in as reassuring a tone as she could manage.
There aren't any malls in Grantville.	There are any malls in Grantville.
No, I don't have any cops I can detach from duty on what sounds like a wild goose chase.	No, I have any cops I can detach from duty on what sounds like a wild goose chase.
The people at the courthouse didn't ask any questions at all.	The people at the courthouse asked any questions at all.
We don't actually have any animals in the Matriarchy, although I've read about them and seen pictures.	We actually have any animals in the Matriarchy, although I've read about them and seen pictures.
But Antonina didn't expect any serious problems from that quarter.	But Antonina expected any serious problems from that quarter.
At least there won't be any dogs on that side.	At least there will be any dogs on that side.
He wasn't expecting any visitors at all.	He was expecting any visitors at all.
There weren't any windows in their home, so there was always the oil lamp burning up on the wall.	There were any windows in their home, so there was always the oil lamp burning up on the wall.
Any time some villagers got their hands on some of them, they didn't take any prisoners either.	Any time some villagers got their hands on some of them, they took any prisoners either.
Hedidn't have any qualms about playing soldier.	Hedid have any qualms about playing soldier.
I didn't get any pictures of it before we boned it out.	I got any pictures of it before we boned it out.
There weren't any reliables in D-block.	There were any reliables in D-block.
We don't have any orders to fill.	We have any orders to fill.
He hasn't done me any favors lately, she said vaguely.	He has done me any favors lately, she said vaguely.
Then there isn't any status quo .	Then there is any status quo .
I haven't any ideas that I'm spilling right now, Duncan said obstinately.	I have any ideas that I'm spilling right now, Duncan said obstinately.
«I don't know any dicks by the name of Drake.»	«I know any dicks by the name of Drake.»
«Well, we don't have any rooms left.	«Well, we have any rooms left.
You don't have any holdups here.	You have any holdups here.
You don't have any problems with gangsters.	You have any problems with gangsters.
I won't give you any speeches about how it's your duty.	I will give you any speeches about how it's your duty.
So don't go getting any erroneous ideas.	So go getting any erroneous ideas.
David was surprised at that, they didn't usually do any chores after dinner.	David was surprised at that, they usuallied do any chores after dinner.
She didn't see any kids and wondered where they were.	She saw any kids and wondered where they were.
Babysitting was my only hope Except that I didn't get any offers to baby-sit.	Babysitting was my only hope Except that I got any offers to baby-sit.
Still I didn't want to face any years without a little cash in hand.	Still I wanted to face any years without a little cash in hand.
Alex didn't experience any moments of spiritual clarity during this brush with mortality.	Alex experienced any moments of spiritual clarity during this brush with mortality.
Thankfully he didn't make any pretentious remarks about it, but she knew he liked wine by the way he handled it.	Thankfully he made any pretentious remarks about it, but she knew he liked wine by the way he handled it.
She hadn't noticed any signs of drug abuse.	She had noticed any signs of drug abuse.
The wounds had been easily explained as glass cuts, and luckily she hadn't severed any tendons in her hand.	The wounds had been easily explained as glass cuts, and luckily she had severed any tendons in her hand.
But I don't have any movies on my- Her hand shot to her mouth.	But I have any movies on my- Her hand shot to her mouth.
Hadn't made any plans for cashing in on the Internet crash.	Had made any plans for cashing in on the Internet crash.
"(""Well, at least they don't mean you any serious harm,"") Pard said finally."	"(""Well, at least they mean you any serious harm,"") Pard said finally."
I haven't any clothes on, I said absurdly when the tears were past.	I have any clothes on, I said absurdly when the tears were past.
I don't have any photographs of her, but if you could see her, you'd know what I mean.	I have any photographs of her, but if you could see her, you'd know what I mean.
He didn't want any calls going out to NYPD.	He wanted any calls going out to NYPD.
I don't see any bars on the windows, no locks on the door.	I see any bars on the windows, no locks on the door.
Nuns didn't have any money—unless Maggie came from a wealthy family.	Nuns had any money—unless Maggie came from a wealthy family.
He and Hursey had done the deed, yeah, but didn't make any calls to the media.	He and Hursey had done the deed, yeah, but made any calls to the media.
Looked like they weren't taking any chances this time.	Looked like they were taking any chances this time.
"Okay that's all fine for Dearborn, Jack said, ""but I don't remember any stories about Astoria Adventists acting up."	"Okay that's all fine for Dearborn, Jack said, ""but I remember any stories about Astoria Adventists acting up."
No, they hadn't had any calls to send someone over to Sutton Square.	No, they had had any calls to send someone over to Sutton Square.
When he asked to see Father Ed she tried to tell him that he didn't have any appointments till the afternoon.	When he asked to see Father Ed she tried to tell him that he had any appointments till the afternoon.
Not like there aren't any cops around.	Not like there are any cops around.
I didn't see any signs of that in Leo Weinstein.	I saw any signs of that in Leo Weinstein.
Didn't seem to have any friends but Lisl.	Did seem to have any friends but Lisl.
Sure, Rafe called her one and didn't seem to have any doubts about it, but Lisl was riddled with them.	Sure, Rafe called her one and seemed to have any doubts about it, but Lisl was riddled with them.
Maybe that's why Jack wouldn't let her have any this morning.	Maybe that's why Jack would let her have any this morning.
I haven't made any denials because the stories are true.	I have made any denials because the stories are true.
I don't have any gas things, only electric.	I have any gas things, only electric.
I don't have any skills but cooking and cleaning.	I have any skills but cooking and cleaning.
We don't have any cows in town.	We have any cows in town.
The more she thought about it, the more certain Arlene became that Judy wouldn't let any boys get into her pants.	The more she thought about it, the more certain Arlene became that Judy would let any boys get into her pants.
`She didn't have any clothes and things,' he said finally.	`She had any clothes and things,' he said finally.
And we aren't making any pit-stops for him.	And we are making any pit-stops for him.
They didn't go to any gas station.	They went to any gas station.
We don't want any cookies today or tomorrow or ever, so get packing.	We want any cookies today or tomorrow or ever, so get packing.
She hadn't had any clothes on her willowy young figure since he'd stripped her two days before.	She had had any clothes on her willowy young figure since he'd stripped her two days before.
Nobody had touched the young horse's cock and balls so he wasn't showing any signs of sexual excitement.	Nobody had touched the young horse's cock and balls so he was showing any signs of sexual excitement.
Maybe you've already shocked me enough, Stacy said, seeing that there weren't any lights on in the house.	Maybe you've already shocked me enough, Stacy said, seeing that there were any lights on in the house.
He told her Jane didn't have any strings on him.	He told her Jane had any strings on him.
She hesitated, realizing she hadn't made any plans at all.	She hesitated, realizing she had made any plans at all.
They didn't exchange any words until she told him to let her out a block from her home.	They exchanged any words until she told him to let her out a block from her home.
I don't think any words could do justice to his reception.	I think any words could do justice to his reception.
And don't make any mistakes about what I can do to you!	And make any mistakes about what I can do to you!
No, he hadn't had any problems like that.	No, he had had any problems like that.
The horny nurse knew that she wouldn't have any problems for the next half hour or so.	The horny nurse knew that she would have any problems for the next half hour or so.
Maybe there weren't any claws around.	Maybe there were any claws around.
Maybe, when there aren't any humans to destroy, their real potentialities will begin to show.	Maybe, when there are any humans to destroy, their real potentialities will begin to show.
"Beau continued, ""I didn't think we had any pickups scheduled."	"Beau continued, ""I thought we had any pickups scheduled."
Mark and I didn't draw any gloves at all.	Mark and I drew any gloves at all.
Certainly we haven't any subconscious minds rich enough to pattern new wordmills on and fill their memory banks.	Certainly we have any subconscious minds rich enough to pattern new wordmills on and fill their memory banks.
I guarantee you won't have any fingers left.	I guarantee you will have any fingers left.
There weren't any books in sight.	There were any books in sight.
Gussy, computers haven't got any circuits for meditating.	Gussy, computers have got any circuits for meditating.
There aren't any atoms in you.	There are any atoms in you.
Though, of course, one might go to laugh at it… I am sorry there won't be any priests at it.	Though, of course, one might go to laugh at it… I am sorry there will be any priests at it.
He didn't want any accidents and he felt like he had to go.	He wanted any accidents and he felt like he had to go.
They fought desperately, for they knew what their doom was, and there weren't any prisoners taken there.	They fought desperately, for they knew what their doom was, and there were any prisoners taken there.
Alexia and I should never get along—we are far too much alike—and Lord Maccon hasn't any manners to speak of.	Alexia and I should never get along—we are far too much alike—and Lord Maccon has any manners to speak of.
You won't have any problems with them.	You will have any problems with them.
I don't have any news from the queen, Tadghe said, clearing his throat.	I have any news from the queen, Tadghe said, clearing his throat.
I don't have any relatives abroad!	I have any relatives abroad!
Big Head, fortunately, went back to his mathematics and didn't write about any bathhouses or mud baths.	Big Head, fortunately, went back to his mathematics and wrote about any bathhouses or mud baths.
You definitely won't have any problems touching Little Five.	You definitely will have any problems touching Little Five.
There wasn't any virus released where they said it happened.	There was any virus released where they said it happened.
I didn't see any sheds there the other day,' Challis said.	I saw any sheds there the other day,' Challis said.
I don't plan to take any pictures inside.	I plan to take any pictures inside.
Her father didn't have any clothes on!	Her father had any clothes on!
There weren't any beans here, but there must be berries.	There were any beans here, but there must be berries.
Danny was breathing and I didn't see any holes in him, though there was one in the wall near him.	Danny was breathing and I saw any holes in him, though there was one in the wall near him.
At least I don't keep any guns in the flat, except the antiques, and they were still on the living-room wall.	At least I keep any guns in the flat, except the antiques, and they were still on the living-room wall.
It wouldn't have made any odds by then.	It would have made any odds by then.
I shrugged, but there didn't seem to be any secrets to be kept.	I shrugged, but there seemed to be any secrets to be kept.
Then I saw the steel shutters over the windows on two sides; the General wasn't taking any chances with stray snipers.	Then I saw the steel shutters over the windows on two sides; the General was taking any chances with stray snipers.
There weren't any papers among it.	There were any papers among it.
Moscow won't be mining any medals for that.	Moscow will be mining any medals for that.
We don't have any rooms left with bathrooms.	We have any rooms left with bathrooms.
We don't have any rooms left withbathrooms.	We have any rooms left withbathrooms.
Gray searched his mind, but didn't recall any glimpses of Jewel's childhood or family.	Gray searched his mind, but recalled any glimpses of Jewel's childhood or family.
But I don't see any enemies around.	But I see any enemies around.
That you guys asked me questions about them, but I didn't have any answers for you.	That you guys asked me questions about them, but I had any answers for you.
There weren't any scars on the outside; no, her scars were internal.	There were any scars on the outside; no, her scars were internal.
I don't need any weapons to take you down.	I need any weapons to take you down.
I don't hold with any religious nonsense.	I hold with any religious nonsense.
There won't be any memories for him to have, because I was never there.	There will be any memories for him to have, because I was never there.
They didn't have any secrets worth murdering them for…	They had any secrets worth murdering them for…
 There aren't any animals on Bouvet!	 There are any animals on Bouvet!
There aren't any formulas in the Antarctic.	There are any formulas in the Antarctic.
But there won't be any doubts about this kill.	But there will be any doubts about this kill.
There weren't any doubts before, as far as he was concerned, and there'll be fewer now!	There were any doubts before, as far as he was concerned, and there'll be fewer now!
See here,' he told the others on the bridge, 'don't get any ideas of seizing the ship while I'm away.	See here,' he told the others on the bridge, 'get any ideas of seizing the ship while I'm away.
There aren't any decorations or champagne or beautiful women at a ball at Prince Edward.	There are any decorations or champagne or beautiful women at a ball at Prince Edward.
We'll have to make sure there aren't any stragglers left aboard.	We'll have to make sure there are any stragglers left aboard.
He won't make any noises to the police.	He will make any noises to the police.
It doesn't take any balls to inform on your people, torture, and kill when you do what you do.	It takes any balls to inform on your people, torture, and kill when you do what you do.
That person isn't going to make any changes in the CIA.	That person is going to make any changes in the CIA.
They don't want any distractions or questions about your character.	They want any distractions or questions about your character.
We don't have any prisoners in San Marino.	We have any prisoners in San Marino.
Boise wasn't taking any chances either.	Boise was taking any chances either.
There weren't any gates in the corridors, no bars on the windows.	There were any gates in the corridors, no bars on the windows.
When I was near the edge I paused to look around, but I didn't see any guards or roustabouts.	When I was near the edge I paused to look around, but I saw any guards or roustabouts.
I won't have any generous terms.	I will have any generous terms.
They don't open any gates either, thought Bran.	They open any gates either, thought Bran.
And the management, they don't want to see any cops within a mile of this place.	And the management, they want to see any cops within a mile of this place.
Leon didn't have any brothers or sisters, which makes him the only heir to g-mom.	Leon had any brothers or sisters, which makes him the only heir to g-mom.
